ID;FILE
130;É bem provável que um projeto de B&A tenha um ou mais fornecedores envolvidos, sejam de soluções de software, equipamento de hardware ou alguma modalidade de software e/ou infraestrutura como serviços ou até mesmo de alguma empresa que fornece dados. Equipamentos não entregues, bugs críticos em soluções, APIs não documentadas, dados incorretos, são alguns dos muitos problemas que podem ser encontrados e que sem dúvida podem colocar o projeto em risco. Grandes fornecedores podem parecer mais confiáveis, mas estes também têm seus riscos: podem colocar o seu chamado em uma fila de atendimento de dias.
131;Minimizar riscos com fornecedores não é tarefa fácil, teremos um capítulo inteiro para tratar disso, mas, algumas dicas para o gerente de projeto não tão óbvias quanto verificar o histórico do fornecedor, é investir em expertise in house, de forma a ter um suporte interno, minimizando as dependências do fornecedor.
132;Na era da informação, a segurança dos dados é uma preocupação constante de empresas, governos e pessoas. Ouvimos todo dia notícias de escândalos relacionados a acesso indevido ou vazamento de informações. Projetos em que não há qualquer requisito com relação a privacidade da informação, ou seja, todo dado é do domínio público, não são a regra.
133;Os riscos aos projetos relacionados a segurança de dados acontecem em três cenários: primeiro eles estarão em um ambiente seguro, onde, se não forem dados públicos, será preciso algum tipo de permissão ou privilégio para acessá-los. Você como gerente de projetos deve garantir que os tramites internos ou legais necessário para tal acesso sejam disponibilizados. Na segunda etapa, estes dados estarão em um ambiente de staging, onde serão acessados por consultores. Se houverem restrições de acesso a dados nesta etapa, o projeto se complica mais ainda. É preciso garantir que as ferramentas de desenvolvimento permitam que dados sejam mascarados ou substituídos em um ambiente intermediário para depois, no ambiente de produção, voltarem a sua forma original. Por fim, na etapa de produção, os dados podem estar sujeitos a uma série de restrições. Num ambiente perfeito, mas que como falamos não é a regra, os dados são públicos e qualquer um com uma URL pode acessar. Num ambiente um pouco mais restritivo um usuário terá que ter uma conta válida em um controlador de domínio para, a partir daí, acessar todo e qualquer dado. Num projeto um pouco mais restritivo, usuários estarão associados a grupos, que estarão vinculados às tabelas fato, que poderão ou não ler seus dados. Mas a situação pode complicar. Os requisitos de segurança podem requer uma granulidade horizonta ou vertical, ou um misto das duas. Na granulidade horizontal, determinados usuários ou grupos de usuários tem acesso apenas a determinados registros das tabelas fatos. Por exemplo, um gerente pode não ter acesso a linhas com salários de diretores. Na granulidade vertical, certos usuários ou grupos de usuários podem não ter acesso a determinadas colunas de tabelas fatos, como a coluna onde consta a renda do cliente, por exemplo.
134;Em uma boa gestão de riscos de segurança de informação, o gerente do projeto deve, o mais cedo possível, identificar quais são os requisitos de segurança de dados do projeto em cada etapa, qual vai ser o impacto de configuração e manutenção destes requisitos, e acima de tudo, se as ferramentas tecnológicas do ecossistema do projeto suportam os requisitos definidos, em cada etapa. Esta analise pode concluir que os requisitos são, por exemplo, inviáveis com as ferramentas existentes, ou mesmo que o projeto não poderá ser implementado da forma como foi pensado, requerendo adequações.
135;Se você está gerenciando um projeto de engenharia civil, seus interessados estarão vendo o progresso. Mesmo muito antes de se levantar uma parede, já podem ver a construção do tapume, a energia provisória sendo ligada, o depósito de agua sendo instalado. Já logo em seguida começa-se a criar as estacas, vigas, colunas e lajes. A partir daí o projeto passa a ficar cada vez mais tangível e de se aproximar cada vez mais do objeto final planejando entre o cliente, patrocinador, gerente de projeto e toda a equipe.
136;Agora vamos pensar um projeto de construção de um armazém de dados. O que os interessados vão ver durante o seu desenvolvimento? Máquinas virtuais configuradas? Scritps de carga programados e testados? Códigos de mapeamento e redução codificados? Processos de carga prontos e rodando redondos durante as madrugadas? E mesmo ao final do projeto, como justificar que algumas dezenas de tabelas fatos levaram 18 meses para ser construídas?
137;Tudo isso para dizer que o trabalho de um gerente de projetos analíticos não é fácil nem quando o assunto é definir o escopo. Se estamos falando de projetos não tangíveis e de uma longa curva de entrega para usuários finais, é fundamental que o escopo seja definido apropriadamente.
138;São funções do gerente do projeto e sua equipe: levantar o trabalho a ser feito e garantir que o trabalho necessário para desenvolver o projeto está identificado, não deixar que mudanças sem uma justificativa afetem o projeto e se estas mudanças forem inevitáveis, controla-las, manter o projeto no foco, dentro do que foi definido pelo termo de abertura, e, como em todo projeto, evitar que trabalho não acordado seja desenvolvido, ou seja, o cliente deve receber aquilo que foi planejado no projeto.
139;As atividades de gerenciamento de escopo envolvem ainda a criação de um ou mais documentos de escopo do projeto. Um ou mais porque pode haver uma declaração de escopo preliminar, criada e aprovada durante a iniciação do projeto, e um documentos posterior mais completo, a declaração de escopo. Uma declaração de escopo deve conter o que deve ser entregue e ainda contar com uma aprovação formal do cliente. A gerencia de escopo também não é uma atividade de execução exclusiva no início do projeto: o escopo deve ser monitorado durante toda a sua execução no sentido de que o que foi planejado está sendo executado, inclusive quando se trata de mudanças aprovadas. Deve ser ainda elaborada uma WBS (Work Breakdown Structure) da qual falaremos um pouco mais em seção posterior.
140;Definir os requisitos em um projeto de B&A é também um processo complexo e cercado de riscos. Quando pensamos em grandes projetos, em que o resultado só poderá ser avaliado meses depois, é sempre importante usar técnicas como pilotos e protótipos, já estudados no capítulo 3. Técnicas clássicas de levantamento de requisitos podem ser utilizadas neste tipo de projeto, vamos ver algumas delas:
141;Entrevistas: a entrevista é a técnica clássica de coleta de requisitos, é bastante utilizada pela sua informalidade. Entrevistas funcionam melhor com um agendamento prévio, de forma que o entrevistado saiba com antecedência qual será o tema da entrevista. Também é fundamental que o entrevistador construa um roteiro básico a ser seguido, nada impedindo que novas perguntas sejam feitas no decorrer da entrevista. É interessante anotar ou gravar a conversa. De forma geral, não é necessário formalizar a entrevista em uma ata, isso porque o levantamento de requisitos vai gerar o escopo do projeto, que será revisado e assinado pelos principais envolvidos. Um grande erro que gerentes de projetos e analistas de negócios inexperientes cometem é de tenderem a usar apenas esta técnica como levantamento de requisitos e acharem que está tudo entendido e esclarecido após meia hora de conversa.
142;Questionários: hoje ferramentas online gratuitas e facilmente acessíveis são muito utilizadas para a criação de questionários. Alguns usuários ainda preferem este tipo de abordagem para o levantamento de requisitos pois tem tempo de pensar e elaborar de forma mais apropriada suas respostas. Porém como toda técnica existem algumas limitações: não é possível elabora novas perguntas baseadas nas respostas dos entrevistados. Outro problema grave é que grande parte dos envolvidos não vai responder ao questionário, a não ser que você encontre um bom motivador que leve a grande maioria a responde-lo.
143;Brainstorming: brainstorming é uma técnica executada em grupos, onde o objetivo é gerar o maior número de ideias que deverão estimular o surgimento de novas ideias. Algumas regras normalmente adotadas nesta técnica: todos os presentes devem participar, deve-se evitar críticas ou julgamentos, a reunião deve ser documentada.
144;Delphi: o brainstorming pode fazer com que boas ideias não sejam expostas, pois, mesmo não podendo haver críticas, os participantes podem ficar constrangidos a expor ideias que pensam ser ridículas, mas que na verdade não são. Delphi é outra técnica realizada em grupo, que tem como princípio básico o anonimato. Primeiramente o tema é exposto, e todos expõem ideias em papeis, de forma anônima. As ideias são expostas e debatidas, o que pode levar a novas rodadas, até haver um consenso.
145;Prototipagem: aqui a prototipagem serve para validar com os envolvidos as interfaces com os usuários, normalmente objetos de visualização como painéis, relatórios e KPIs. Neste caso, a prototipagem é um desenho estático da aplicação, desenhada em uma ferramenta especializada como Visio ou Balsamic, de forma que o usuário antecipadamente pode prover o que vai ser entregue.
146;O WBS (Work Breakdown Structure), no português EAP (Estrutura Analítica do Projeto) é um artefato importantíssimo, mesmo em projetos de B&A.  O WBS é um diagrama hierárquico, muito embora, diferente de um diagrama de rede, as atividades não estão relacionadas pela dependência, mas sim pelos entregáveis. Tudo que o projeto vai entregar, deve estar no EAP, inclusive artefatos de gerencia de projetos. Deve ser criado pela equipe do projeto sobre orientação do gerente do projeto.
147;O primeiro nível do WBS deve ser único e deve conter o nome do projeto, em níveis intermediários devem conter fases ou assuntos que compõe o projeto. No último nível, as atividades que devem ser executadas, conhecidas como pacotes de trabalho, que vão servir como base para a construção do cronograma.
148;O CEO, entendendo as necessidades de soluções analíticas para a saúde dos negócios, aprova um grande orçamento para projetos analíticos. Um diretor de um departamento específico, vê então a chance de implementar o tal painel que ele semanalmente tinha que, depois que recebesse alguns dados do departamento de TI, montar no Excel. O projeto é executado e alguns semanas depois o diretor tem painel implementando em uma ferramenta altamente moderna com todos os processos automatizados. Dois meses depois o diretor vai embora da empresa. O novo Diretor, após assumir suas funções, até conhece o painel e o consulta uma vez, mas não enxerga muita utilidade, além de discordar como as medias foram calculadas. O painel nunca mais é utilizado.
149;Talvez pareça uma história exagerada, mas não é. Um grande problema em projetos analíticos são projetos de grande porte que são implementados para responder perguntas pessoais que certos usuários têm em determinado momento. Para isso, existem relatórios ah hoc e ferramentas self-servisse. Em geral projetos tem que ser implementados visando o departamento e a corporação, não necessidades passageiras ou pessoais. É função do gerente do projeto garantir que, por exemplo, um projeto de construção de um data mart financeiro seja modelado e construído para atender o departamento financeiro e não as luxurias de um ou dois diretores.
150;Como já comentamos em capítulos anteriores, um dos problemas de projetos de B&A, é que normalmente são projetos longos, e que, as entregas de fato vão ser tangíveis ao final, às vezes, depois de meses ou anos. Tempo é um elemento critico, que merece especial atenção da equipe do projeto.
151;Uma etapa crítica em projetos é definir as atividades. Tornar o projeto mais facilmente gerenciável e minimizar riscos, significa identificar todas as atividades que devem ser desenvolvidas. Às vezes atividades que aparentemente são simples, e por isso são subestimadas e sequer se planeja tempo para elas, complicam e atrasam o projeto. Por exemplo, uma ferramenta de visualização Web, já foi configurada várias vezes em um servidor de Internet, porém, por alguma questão técnica, no servidor do projeto ela não roda e se perdem dias em sua configuração. Também deve-se definir marcos. Recordando o conceito, marcos são eventos importantes do projeto, que tem uma data prevista para ocorrer, esta data depende da dependência das atividades com o marco. Por exemplo, ter a infraestrutura de testes configurada e testada, pode ser um marco. Os marcos são importantes para definir etapas importantes do projeto.
152;Um grande erro na estimativa de duração em atividades de B&A, é que a equipe tende a estimar as atividades pelo tempo ideal. O tempo ideal, de certa forma, não é uma estimativa errada, porém, ela supõe que tudo vai dar certo conforme planejado. Estimar com tempo ideal, é subestimar os riscos inerentes ao projeto, pois, na prática, uma infinidade de coisas que afetam a duração das atividades dão errado ao longo do projeto: recursos ficam doentes, analistas de negócio são convocados para reuniões mais urgentes que o projeto, servidores caem, redes ficam lentas, fornecedores atrasam, bugs misteriosos aparecem. Então, estimar um tempo de reserva para cada atividade, não é superestimar, é apenas estimar!
153;Quanto tempo de reserva estimar, quando ela poderá variar para mais ou para menos? Você pode fazer uma estimativa mais rápida e imprecisa, simplesmente atribuindo um percentual de acordo com a natureza da atividade. Por exemplo, Atividades de negócio, como entrevistas, levantamentos de requisitos, documentações entre outras, devem receber entre 5 e 7% de tempo de reserva. Atividades de caráter técnico já conhecidas, de 10 a 15%, e atividades técnicas em que a equipe tem pouco ou nenhum conhecimento, ou seja, que nunca foram feitas, ou que foram feitas poucas vezes antes, de 14 a 20%.
154;Uma forma mais cientifica de apurar reservas, mas ainda assim com agilidade, é calcular o desvio padrão da estimativa. Por exemplo, se usamos a técnica de estimativa PERT, que prevê uma estimativa pessimista (P), uma otimista (O) e outra mais provável (M). A fórmula para esta estimativa é:
155;Estimada a atividade, estima-se o deu desvio padrão, que se dá pela fórmula abaixo:
156;Dessa forma, a estimativa para a atividade vai ser PERT mais ou menos o desvio padrão. Vamos ver um exemplo prático. Se a atividade teve uma estimativa otimista de 41, mais provável de 60 e otimista de 89, seu PERT é de 61,66 e o desvio padrão é de 8. Dessa forma, a atividade deve variar entre 53,66 e 69,66.
157;As técnicas de estimativa em projetos de B&A podem ser as mesmas usadas tradicionalmente em projetos de TI:
158;Analogia: se em projetos anteriores já foram configurados nós Hadoop, o histórico de duração dos projetos anteriores pode ser uma boa base. Claro que normalmente não se trata de simplesmente copiar a duração anterior. Por exemplo, pode ser que se tenham técnicos mais experientes, ou que o número de nós não seja o mesmo.
159;Opinião Especializada: as estimativas cabem a equipe, e não ao gerente de projetos. Na opinião especializada, usa-se e experiência da equipe na execução de atividades anteriores. Pode ser usada em conjunto com uma estimativa de três pontos, como PERT, que estudamos em seção anterior.
160;Delphi ou Brainstorminig: algumas técnicas de decisão em grupo também podem ser usadas. Delphi é uma técnica que preza pelo anonimato. Brainstorming busca incentivar as opiniões de todos, evitando que hajam críticas. Estudamos estas técnicas no capítulo 4, Escopo.
161;Técnicas ágeis de estimativa, como Planing Pokker e Ideal Day, também podem ser usadas em projetos de B&A e podem ser bem eficientes. No Planing Pokker é usado um baralho especial, a atividade é descrita e a equipe vira a carta com a estimativa, dessa forma, não há risco de membros da equipe estimarem em função do que um colega estimou. Em seguida, o grupo pode discutir a respeito da estimativa. Por exemplo, alguém estimou 5 horas a mais que o restante da equipe para certa atividade, ele pode explicar que atividade deve ter um processo de mudança de codificação dos caracteres, que não é muito simples de ser feito. O restante do grupo admite que não haviam considerado este fato e concordam que suas estimativas estavam abaixo do que de fato realmente seria necessário para desenvolver a atividade.
162;O material publicitário de fornecedores de soluções de B&A, falam em projetos fáceis, rápidos e baratos, graças as maravilhas tecnológicas que eles criaram. A verdade é que grandes projetos de B&A não são baratos: podem ter um custo com seis ou mais dígitos. Por isso, uma boa gestão de custos, do início ao fim do projeto, é uma atividade fundamental, que devem ser exercidas com bastante profissionalismo pelo gerente de projetos e sua equipe.
163;O ROI deve fazer parte de qualquer projeto, mas em especial em projetos de longa duração e alto custos, ele se faz mais importante, para minimizar desconfianças e justificar investimentos. O cálculo do ROI, assim como Business Case descrito no capítulo 2, pode não ser função do Gerente de Projetos, e sim do patrocinador. Porém, se o projeto já foi aprovado e autorizado pelo patrocinador do projeto sem um ROI, é recomendável que, se possível, o gerente de projetos o faça.
164;TCO (Total cost of ownership), ou custo total de propriedade, é quanto a solução vai custar para ser adquirida e implantada. Supondo que seu projeto de B&A seja um produto de mercado, um software. Quando a área comercial for vende-lo, provavelmente o potencial cliente não vai olhar apenas o custo da licença, mas custos de manutenção, de treinamento, de recuperação de falhas e desastres, crescimento, entre outros. Não é incomum produtos terem um preço de licenciamento menor, mas um TCO bem supeior a um concorrente do mercado.
165;É comum, principalmente em grandes projetos, empresas fazerem sua própria estimativa de custos. Às vezes, uma empresa externa é contratada para estimar. Em outros casos, embora não seja apresentada uma estimativa paralela, e estimativa do projeto é analisada e pode ser amplamente questionada por especialistas na área. Por isso, é fundamental que todos os cursos do projeto estejam muito bem fundamentados, pois, se você fez uma boa estimativa, provavelmente ela será a mais cara. Vou dar um exemplo: a sua estimativa do projeto prevê a criação de uma prova de conceito, ao custo de R$ 20 mil. Provavelmente a estimativa paralela não terá a tal prova de conceito, por isso, já no seu orçamento, é imprescindível que ela esteja justificada:
166;“Prova de Conceito: Foi identificado que uma das fontes de dados para o projeto “Sistema de Monitoramento Contínuo de Fraudes Financeiras” foi desenvolvido utilizando um banco de dados DataFlex. Considerando que: a) não existe conector nativo para esta fonte de dados, b) não há na equipe ou na empresa histórico anterior de extração destas fontes de dados, c) sabe-se historicamente que a extração deste tipo de fonte de dados não é um processo trivial, d) os requisitos de extração para o projeto em questão, são de certa complexidade: alta frequência e volume. Portanto, para minimizar riscos de a extração inviabilizar o projeto já quando considerável volume de aporte financeiro foi realizado, optou-se por fazer a prova de conceito, que será composto pelas seguintes atividades...”
167;Também outro problema encontrado em estimativas paralelas é que elas são feitas com o tempo ideal, aquele que não prevê os imprevistos naturais que ocorrem em projetos e de que já falamos. Convencer executivos que, com razão, estão preocupados em gastar o menos possível no projeto, de que tempo de reserva deve ser estimado, pode não ser uma tarefa fácil. Uma das formas, é apresentar documentações histórica de projetos anteriores, além de evangeliza-los sobre o conceito de “tempo ideal” usados nas estimativas. Um último problema com analises externas é que os estimadores desconhecem de fato a natureza das atividades. Por exemplo, são acostumados a estimar desenvolvimento de software e não um projeto de MapReduce. Cabe a você como gerente de projetos demostrar documentos de outros projetos mostrando o tempo de atividades semelhantes.
168;Primeiro vamos recordar algumas definições. Custos fixos é aquele que, independente do que se está produzindo, não varia. Já custo variável, tem variação em relação a quantidade do que se produz. Um projeto de B&A vai ter custos fixos semelhantes a outros tipos de projeto: luz, aluguel, salário de pessoal administrativo entre outros. Já os custos variáveis serão salários de desenvolvedores, arquitetos e designers, fornecedores entre outros. Custos também são classificados com diretos e indiretos. Os custos diretos são aqueles relacionados diretamente no desenvolvimento do projeto. São custos diretos o de software e equipamento de infraestrutura. São custos indiretos, material de escritório, depreciação etc.
169;Existem várias técnicas que podem ser utilizadas para estimar custos. Custos que tratam da aquisição de produtos ou serviços de terceiros, podem ser consultados através de solicitações de propostas ou licitações. Falaremos mais sobre aquisições no capítulo 9. Ainda pode-se avaliar projetos anteriores com atividades ou aquisições semelhantes. Por fim, custos podem ser estimados baseados na estimativa de tempo das atividades, com técnicas como as estudadas no capitulo passado.
170;Assim com a estimativa de tempo, estimar custos requer que riscos sejam considerados, ou seja, que valores adicionais sejam contabilizados para quando coisas não saírem como planejado ou situações imprevistas ocorram, são as reservas de contingência. Por exemplo, se uma atividade está estimada em R$ 20 mil, existe uma probabilidade de ocorrência de um risco de 5%, seria o ideal ter alocado ao projeto R$ 1 mil para contingências. O total de valores para contingências seria a soma do total de todas as atividades. Estávamos falando até agora de riscos conhecidos. Estima-se que pelo menos 10% dos riscos do projeto são impossíveis de prever. O ideal é que também se estime valores de contingência para este tipo de risco.
171;Pode parecer óbvio, mas antes de sair em busca de uma solução para um projeto de B&A, precisamos olhar o que temos dentro de casa. Não somente no que diz respeito a um software ou tecnologia já licenciada, mas também a pessoas que possuam expertise em produtos de mercado. Às vezes, comprar uma solução do qual já se tem um corpo técnico qualificado, pode sair mais barato do que adquirir uma outra solução, mesmo que esta outra solução não tenha custo de licenciamento, pois, lembrando mais uma vez, devemos olhar sempre o TCO.
172;É difícil hoje em dia pensar em implementar uma solução de B&A sem considerar soluções open source: esta é uma área onde projetos open souce existem em abundância, são dezenas deles. Vamos ver alguns:
173;Ecosistema Hadoop: o Hadoop é quase um sinônimo para Big Data. Mantido pela fundação Apache, trata-se de uma solução de análise de dados distribuída, inspirada no modelo MapReduce e operando em conjunto com um sistema de arquivos distribuídos HDFS. Ao redor do Hadoop orbitam diversos outros projetos com finalidades especificas, como gerenciamento, acesso a bandos de dados relacionais, execução de consultas com linguagem declarativa entre outros.
174;R: o R é uma poderosa ferramenta de estatística, analise, mineração de dados e visualização de linha de comando. É extensível através de pacotes que são desenvolvidos por terceiros e incorporados a ferramenta. Existem milhares de pacotes desenvolvidos, gratuitos e prontos para o uso. O sucesso do R é tanto, que ele tem sido incorporado dentro de ferramentas de análise de dados de grandes players do mercado, com a Oracle e Microsoft.
175;Spark: enquanto o Hadoop é um sistema de análise de dados em batch de computação distribuída, o Spark é um produto de análise de dados em memória, por isso, ideal para análise em tempo real ou próximo ao tempo real. Também é mantido pela fundação Apache.
176;MongoDB: um banco de dados NoSQL orientado a documentos, de fácil instalação e operação.
177;Supondo que existam duas ferramentas semelhantes no mercado (você já fez um benchmark com ambas), uma open source e outra proprietária. Quando optar por uma solução open source? Esta é uma pergunta complexa, e, portanto, a resposta não é simples. Devemos avaliar dezenas de fatores, entre eles criticidade do projeto e orçamento. Em uma solução open source, haverá um suporte técnico com uma SLA para resolver problemas e falhas? Você possui expertise interna para prestar suporte a solução? Existem cases conhecidos e de sucesso no uso da solução? Deve-se considerar ainda empresas que fornecem uma distribuição de uma solução open source com suporte técnico.
178;Todas estas questões devem ser avaliadas com cuidado. Lembre-se que já falamos em seções anteriores, o custo de licença não representa o custo total de aquisição e uso de uma solução, devemos sempre avaliar seu TCO.
179;Existem empresas cujas políticas de governança trazem restrições a adoção de produto open source. Por exemplo, elas podem permitir que uma solução open source seja incorporada, apenas se houver uma empresa que ofereça licenças com suporte técnico. Você fazendo parte ou não de uma empresa com este tipo de restrição, este é um fator a considerar: adquirir um produto open source licenciado por uma empresa que mantem suporte técnico especializado de um produto open source. Muitas destas empresas ainda fornecem versões melhoradas destes produtos.
180;Um projeto de B&A significa que será preciso capacidade de armazenar e processar dados. Esta capacidade pode existir na organização, pode ser incorporada ou pode ser comprada de terceiros. Quando ela é contratada, temos BdaaS (Big Data as a Service), ou Big Data como serviço. De fato, são vários elementos que, em conjunto ou separadamente, constituem BdaaS:
181;IaaS, Infraestructure as a Service, ou Infraestrutura como Serviço, são oferecidos serviços computacionais, normalmente através de máquina virtuais, incluindo serviços de segurança e backup e facilidade para escalar a aplicação (normalmente pode acontecer até de forma automática).
182;SaaS, Software as a Service ou Software como Serviço, oferece software especifico, que pode incluir um gerenciador de banco de dados. A infraestrutura que executa o software é transparente para o usuário e já vem instalada.
183;PassS, acrônimo de Plataform as a Service ou plataforma como serviço, é o serviço mais amplo, temos toda a plataforma de serviços à disposição para implementar o projeto, que pode incluir servidores, rede, armazenamento, sistema operacional, banco de dados entre outros. Pode ser, por exemplo, uma plataforma com Hadoop ou uma de suas distribuições, já com nodos, firewall, links, armazenamento configurados e prontos e para a utilização.
184;Alguns serviços de BdaaS são bem populares e fornecidos por gigantes da TI, como o Amazon Elastic MapReduce e HDInsight da Microsoft, que oferece Hadoop, Spark e R em um ambiente na nuvem. Contratar um serviço de B&A na nuvem não significa uma solução monolítica. Às vezes partes da solução podem ser on primeses e outros on cloud. Por exemplo, se seu projeto envolve um streaming de dados de alto volume, colocá-lo em uma nuvem de terceiros para processamento pode ser inviável devido a limitações em taxa de transferência de rede. Pode-se ter então uma solução de carga e processamento on primeses e a visualização on cloud, com um serviço de BI na nuvem como o Power BI da Microsoft.
185;Normalmente a maior preocupação da equipe do projeto é a entrega final, que pode ser na forma de relatórios, painéis, dados formatados (um arquivo de conformidade por exemplo) entre outros. De fato, este é um elemento importante. Porém, o gerente de projetos e a equipe devem ter em seu radar outros aspectos da qualidade. Primeiro, não é apenas a qualidade do que é produzido, mas da matéria prima do projeto: o dado. De nada vai adiantar todo o esforço da equipe em fazer do projeto um sucesso se os dados não forem bons: o projeto só será tão bom quanto os dados forem. Falaremos mais sobre qualidade de dados na próxima seção.
186; Já olhando para o que será entregue, claro que o objeto final é importante, porém, deve-se zelar pela qualidade de todos os artefatos e processos que forem criados durante o projeto, pois estes também são parte da entrega. Como artefatos, nos referimos a conectores, documentação técnica, como diagramas, escopos, documentos de manutenção, de recuperação de desastre, de manutenções preventivas, padrões de codificação entre outros. Como processos, nos referimos a extratores, procedimentos de extração, transformação e carga: mais do que rodando e livre de erros, eles devem estar otimizados e amplamente testados.
187;Também é importante que os critérios de qualidade sejam definidos entre a equipe do projeto e o cliente, e que todos tenham claros estes critérios. Vamos ver diversos aspectos da qualidade em projetos de B&A.
188;Quando pensamos em qualidade de dados, normalmente lembramos de problemas como um endereço cadastrado duplicado. Por exemplo, um iniciando com “AV.” e outro com “Avenida”. Embora este seja um indicativo de dados sem qualidade, qualidade de dados é um conceito mais profundo. Primeiro, a qualidade é relativa ao seu propósito, aos seus usuários e a temporalidade dos dados. Por exemplo, certos dados podem estar atendendo os requisitos de qualidade no sistema transacional, mas precisam de tratamento para carga no data warehouse para atender os requisitos deste negócio. Também, a qualidade não está relacionada apenas a como o dado está registrado fisicamente no banco de dados ou sistema de arquivos, mas a outros quesitos não físicos. Por exemplo, temporalidade: todo dado tem um valor que se degrada com um tempo. Supondo que ocorra uma fraude financeira. O valor da informação é muito maior se os dados apontarem a fraude no dia da ocorrência do que seis meses depois. Outro exemplo é quanto a credibilidade, que se refere a confiabilidade dos dados. A maioria dos gestores acostumados a tomada de decisão baseada em dados, já sofreram com dados não confiáveis: o valor das vendas está correto? O imposto a ser pago é de fato este? A provisão de caixa não está errada?
189;Em projetos de análise de dados tradicionais, as fontes de dados de projetos eram internas, a maioria estruturados, provenientes de banco de dados relacionais ou mainframes. Neste contexto, os padrões tradicionais de governança de dados e as ferramentas técnicas de qualidade de dados ainda se aplicam. Hoje, existem duas diferenças essenciais entre projetos clássicos e de Big Data quanto a qualidade de dados: primeiro, que dados externos as organizações são agora utilizadas em muitos projetos: são dados de redes sociais, de data brokers, de fontes públicas, celulares entre outras. Dessa forma não há como a empresa impor políticas de governança e qualidade de dados, tudo o que pode ser feito é um trabalho de limpeza de dados no processo de transformação. Outra mudança é que cada vez mais dados não estruturados estão presentes nestes projetos, este é o elemento variedade dos “Vs” que conceituam Big Data. Muito embora a maior quantidade de dados eletrônicos no mundo seja não estruturada, a maior parte das fontes de dados para projetos de B&A ainda são de dados estruturados, especialmente bancos de dados relacionais.
190;Dados em pequena quantidade podem ser arrumados manualmente, por rotinas de programação ou por ferramentas especializadas. Mas no contexto de grandes volumes de dados não estruturados, precisamos usar técnicas não tradicionais para limpeza, como algoritmos especializados. Quando o assunto é mineração de texto, os próprios algoritmos são capazes de eliminar o que é lixo daquilo que tenha valor semântico. Por exemplo, em mídias sociais, um algoritmo de aprendizado de máquina é capaz de detectar que tuites contendo a palavras “sux” podem estar relacionadas a um sentimento negativo, bem como “rox” a um sentimento positivo.
191;Testar projetos que envolvam grandes volumes de dados e MapReduce, requer que o pessoal de qualidade e testes sejam capacitados neste novo conceito, pois o processo é exponencialmente mais complexo. Não é o escopo desta obra testes. Porém deixo aqui algumas observações já que este tema está intimamente relacionado com qualidade. Os testes em projetos de B&A devem ser executados sob duas perspectivas: funcional e infraestrutura.
192;Do ponto de vista funcional, os testes devem verificar se as regras de negócio estão corretamente implementadas. Falamos no capítulo de riscos sobre medidas, que não se referem especificamente sobre medidas de um data warehouse, mas cálculos gerados pelas aplicações. Medidas em especial podem se tornar um pesadelo para testadores, pela sua complexidade, pela falta de documentação, pela falta de consenso entre pessoas de negócio. Aqui também estão os testes gerais de saídas geradas pelo sistema, como painéis, relatórios ou arquivos de dados.
193;Do ponto de vista de arquitetura, o ambiente deve ser testado sobre desempenho, escalalabilidade e confiabilidade. Deve-se verificar tempo de processamento, uso de memória, uso de CPU e taxa de transferência de dados. Também deve-se testar sistemas de recuperação de falhas: testes de failover. Por exemplo, algum nó pode ser desligado para verificar se o sistema consegue se recuperar.
194;Já falamos bastante sobre a qualidade dos dados de origem, ou seja, daqueles que serão extraídos de fontes diversas para originar o projeto. Pessoalmente não considero a avaliação dos dados de origem como uma função da equipe de testes. Esta é uma etapa de viabilidade técnica, que deve ser executada previamente ao início do desenvolvimento do projeto.
195;Falando da qualidade do produto do projeto como um todo (e não apenas da qualidade dos dados), está tem um custo alto: pilotos, planejamentos, provas de conceitos, ambientes de teste, testes etc. Porém, a falta de investimento em qualidade tem um custo bem maior. Uma boa equipe de qualidade é capaz de achar a equação certa entre investimentos em qualidade e defeitos na solução. Primeiro, é preciso estar ciente que não existe projeto de B&A perfeito, e eventualmente defeitos irão ocorrer. Isso não significa que se deva entregar um projeto cheio de problemas para a equipe de produção resolver. Também não significa que devesse investir quatro vezes o valor do projeto em testes unitários e/ou de regressão. Isso porque a relação entre investimento em qualidade e defeitos é inversamente proporcional, mas não é linear. Em outras palavras, se você investir 10 em qualidade, vai remover 5 defeitos. Mas se investir 20 em qualidade, ao invés de remover 10 defeitos, removerá 6. Devemos buscar a equação ideal entre investimento e a qualidade desejada.
196;Quando se cria um script ou o código Java de uma função de redução, junto com as funcionalidades, o desenvolvedor está inserindo defeitos dentro do código. A abordagem mencionada logo acima, de deixar defeitos para serem solucionados em produção, é um aspecto da falta de inspeção. Na inspeção, o defeito já foi incluído dentro do produto do projeto, a última chance de tira-lo do usuário final, é inspecionando o que foi feito. No caso de um projeto de B&A, com testes.  Se a inspeção falhar, o sistema em algum momento vai falhar. O processo mais barato para o projeto, e aqui barato não se refere apenas a questões financeiras, é prevenção. Na prevenção, o defeito não é incluído dentro do produto do projeto. Não incluído, pode-se investir menos em inspeção e ter um produto final mais confiável. Como se aplica prevenção em projetos de B&A? Boas práticas de desenvolvimento, treinamento, checklists, testes unitários, revisões de código, pair programming entre outras. Em termos de arquitetura, pilotos, protótipos, benchmarking, testes de taxa de transferência, de carga, de failover etc.
